0.0.0.0,68,255.255.255.255,67,udp,0.0,342,,0
162.151.50.149,0,192.168.50.154,0,udp,0.0,134,,0
162.151.50.69,0,192.168.50.154,0,udp,0.0,134,,0
162.254.195.75,27018,192.168.50.154,54545,tcp,2330.8207874298096,24114,,0
17.253.23.203,80,192.168.50.154,55701,tcp,60.0451123714447,540,,0
172.64.151.57,443,192.168.50.154,57813,tcp,279.9141502380371,450,,0
172.64.151.57,443,192.168.50.154,58543,tcp,240.1678593158722,5936,,0
173.194.206.84,443,192.168.50.154,63991,udp,0.20218420028686523,8035,,0
18.154.101.114,443,192.168.50.154,58128,tcp,240.0133457183838,504,,0
18.154.101.114,443,192.168.50.154,59348,tcp,240.0029284954071,504,,0
18.154.101.114,443,192.168.50.154,61978,tcp,0.04955101013183594,4889,,0
18.154.101.114,443,192.168.50.154,63096,tcp,239.97301864624023,504,,0
18.160.143.39,443,192.168.50.154,54867,udp,0.09928584098815918,12503,,0
18.160.143.6,443,192.168.50.154,62107,tcp,2340.604946374893,68166,,0
18.214.184.253,443,192.168.50.154,52857,tcp,60.19141912460327,1369,,0
18.238.136.26,443,192.168.50.154,51751,tcp,0.10744309425354004,900,,0
18.238.136.26,443,192.168.50.154,51752,tcp,100.06484508514404,1232,,0
18.238.136.26,443,192.168.50.154,55694,tcp,100.09425449371338,1028,,0
18.238.136.26,443,192.168.50.154,59885,tcp,0.18321490287780762,846,,0
18.238.136.26,443,192.168.50.154,59886,tcp,100.08476114273071,1177,,0
18.238.136.26,443,192.168.50.154,63818,tcp,100.07608437538147,1082,,0
18.238.136.87,443,192.168.50.154,50667,tcp,0.11324858665466309,846,,0
18.238.136.87,443,192.168.50.154,50668,tcp,100.06924486160278,1178,,0
18.238.136.87,443,192.168.50.154,61976,tcp,0.10270476341247559,846,,0
18.238.136.87,443,192.168.50.154,61977,tcp,100.07492089271545,1177,,0
18.238.136.87,443,192.168.50.154,63271,tcp,0.03579068183898926,974,,0
18.238.136.88,443,192.168.50.154,61148,udp,0.24752593040466309,29210,,0
18.238.176.24,443,192.168.50.154,59883,tcp,240.21499729156494,1737969,,0
18.238.176.91,443,192.168.50.154,63113,tcp,240.00085067749023,519,,0
184.30.89.225,443,192.168.50.154,59821,tcp,500.03566336631775,900,,0
