0.0.0.0,68,255.255.255.255,67,udp,0.0,342,,0
192.168.50.1,53,192.168.50.154,61319,udp,0.0,160,,0
192.168.50.1,53,192.168.50.154,61340,udp,0.0,107,,0
192.168.50.1,53,192.168.50.154,61429,udp,0.0,107,,0
192.168.50.1,53,192.168.50.154,61461,udp,0.0,302,,0
192.168.50.1,53,192.168.50.154,61568,udp,0.0,160,,0
192.168.50.1,53,192.168.50.154,61623,udp,0.0,159,,0
192.168.50.1,53,192.168.50.154,61624,udp,0.0,160,,0
192.168.50.1,53,192.168.50.154,61656,udp,0.0,90,,0
192.168.50.1,53,192.168.50.154,61863,udp,0.0,302,,0
192.168.50.1,53,192.168.50.154,61876,udp,0.0,139,,0
192.168.50.1,53,192.168.50.154,61949,udp,0.0,152,,0
192.168.50.1,53,192.168.50.154,61958,udp,0.0,178,,0
192.168.50.1,53,192.168.50.154,61970,udp,0.0,175,,0
192.168.50.1,53,192.168.50.154,61990,udp,0.0,175,,0
192.168.50.1,53,192.168.50.154,61995,udp,127.61247158050537,985,,0
192.168.50.1,53,192.168.50.154,62009,udp,0.0,219,,0
192.168.50.1,53,192.168.50.154,62060,udp,0.0,175,,0
192.168.50.1,53,192.168.50.154,62121,udp,0.0,152,,0
192.168.50.1,53,192.168.50.154,62124,udp,0.0,139,,0
192.168.50.1,53,192.168.50.154,62189,udp,0.0,129,,0
192.168.50.1,53,192.168.50.154,62207,udp,0.0,175,,0
192.168.50.1,53,192.168.50.154,62344,udp,0.0,135,,0
192.168.50.1,53,192.168.50.154,62510,udp,0.0,220,,0
192.168.50.1,53,192.168.50.154,62548,udp,134.603661775589,436,,0
192.168.50.1,53,192.168.50.154,62580,udp,0.0,251,,0
192.168.50.1,53,192.168.50.154,62589,udp,0.0,175,,0
192.168.50.1,53,192.168.50.154,62757,udp,0.0,159,,0
192.168.50.1,53,192.168.50.154,62773,udp,0.0,268,,0
192.168.50.1,53,192.168.50.154,62791,udp,0.0,302,,0
192.168.50.1,53,192.168.50.154,62881,udp,0.0,95,,0
192.168.50.1,53,192.168.50.154,62884,udp,0.0,86,,0
192.168.50.1,53,192.168.50.154,62919,udp,0.0,142,,0
192.168.50.1,53,192.168.50.154,63031,udp,0.0,141,,0
192.168.50.1,53,192.168.50.154,63055,udp,0.0,194,,0
192.168.50.1,53,192.168.50.154,63064,udp,0.0,179,,0
192.168.50.1,53,192.168.50.154,63074,udp,0.0,159,,0
192.168.50.1,53,192.168.50.154,63087,udp,0.0,107,,0
192.168.50.1,53,192.168.50.154,63108,udp,0.0,152,,0
192.168.50.1,53,192.168.50.154,63384,udp,0.0,175,,0
192.168.50.1,53,192.168.50.154,63404,udp,0.0,152,,0
192.168.50.1,53,192.168.50.154,63467,udp,0.0,152,,0
192.168.50.1,53,192.168.50.154,63568,udp,0.0,152,,0
192.168.50.1,53,192.168.50.154,63761,udp,0.0,160,,0
192.168.50.1,53,192.168.50.154,64055,udp,0.0,160,,0
192.168.50.1,53,192.168.50.154,64146,udp,0.0,141,,0
192.168.50.1,53,192.168.50.154,64179,udp,2.476262092590332,245,,0
192.168.50.1,53,192.168.50.154,64217,udp,0.0,95,,0
192.168.50.1,53,192.168.50.154,64283,udp,0.0,187,,0
192.168.50.1,53,192.168.50.154,64321,udp,0.0,158,,0
192.168.50.1,53,192.168.50.154,64477,udp,117.33705520629883,1122,,0
192.168.50.1,53,192.168.50.154,64561,udp,0.0,197,,0
192.168.50.1,53,192.168.50.154,64576,udp,0.0,268,,0
192.168.50.1,53,192.168.50.154,64621,udp,0.0,218,,0
192.168.50.1,53,192.168.50.154,64661,udp,0.0,179,,0
192.168.50.1,53,192.168.50.154,64673,udp,0.0,206,,0
192.168.50.1,53,192.168.50.154,64721,udp,0.0,302,,0
192.168.50.1,53,192.168.50.154,64785,udp,0.0,159,,0
192.168.50.1,53,192.168.50.154,64838,udp,0.0,216,,0
192.168.50.1,53,192.168.50.154,64954,udp,0.0,159,,0
192.168.50.1,53,192.168.50.154,65016,udp,0.0,160,,0
192.168.50.1,53,192.168.50.154,65428,udp,0.0,107,,0
192.168.50.1,53,192.168.50.154,65465,udp,0.0,164,,0
192.168.50.1,53,192.168.50.154,65472,udp,0.0,141,,0
192.168.50.1,53,192.168.50.154,65478,udp,720.5181584358215,327,,0
192.168.50.1,1900,239.255.255.250,1900,udp,2054.279559135437,18873,,0
192.168.50.1,9999,255.255.255.255,9999,udp,2109.984789133072,26592,,0
192.168.50.1,33444,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,33963,239.255.255.250,1900,udp,2280.997235059738,410264,,0
192.168.50.1,34588,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,34727,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,36772,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,37046,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,39978,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,40060,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,40360,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,41080,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,41102,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,42434,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,43438,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,43557,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,44333,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,44993,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,45347,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,45653,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,46454,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,46468,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,47009,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,48195,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,48761,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,49061,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,50836,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,52123,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,52264,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,52304,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,52578,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,52612,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,53053,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,54122,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,54520,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,55153,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,55675,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,57077,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,58942,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,59806,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.1,60380,192.168.50.255,7788,udp,0.0,118,,0
192.168.50.149,5353,224.0.0.251,5353,udp,2189.433872938156,14200,,0
192.168.50.154,0,204.79.197.200,0,udp,47.94516849517822,2226,,0
192.168.50.154,0,224.0.0.22,0,udp,2346.4895980358124,18042,,0
192.168.50.154,49171,192.168.50.1,53,udp,0.0,77,,0
192.168.50.154,49198,192.168.50.1,53,udp,0.0,80,,0
192.168.50.154,49325,192.168.50.1,53,udp,101.13972926139832,157,,0
192.168.50.154,49326,239.255.255.250,1900,udp,3.0323681831359863,848,,0
192.168.50.154,49327,239.255.255.250,1900,udp,3.0325145721435547,848,,0
192.168.50.154,49343,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,49354,142.250.72.206,443,udp,0.159881591796875,7455,,0
192.168.50.154,49418,142.250.72.202,443,udp,0.11081099510192871,4988,,0
192.168.50.154,49431,192.168.50.1,53,udp,0.0,94,,0
192.168.50.154,49439,142.251.35.138,443,udp,0.13392329216003418,5066,,0
192.168.50.154,49458,192.168.50.1,53,udp,0.0,92,,0
192.168.50.154,49536,192.168.50.1,53,udp,0.0,95,,0
192.168.50.154,49587,192.168.50.1,53,udp,0.0,91,,0
192.168.50.154,49623,192.168.50.1,53,udp,0.0,77,,0
192.168.50.154,49704,20.59.87.225,443,tcp,2249.623401403427,913,,0
192.168.50.154,49746,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,49850,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,49872,67.202.28.94,443,tcp,60.17984580993652,4172,,0
192.168.50.154,49873,20.190.190.194,443,tcp,0.5650300979614258,9788,,0
192.168.50.154,49874,20.190.190.194,443,tcp,0.5655899047851562,5570,,0
192.168.50.154,49878,192.168.50.1,53,udp,0.0,91,,0
192.168.50.154,49982,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,49992,192.168.50.1,53,udp,0.0,91,,0
192.168.50.154,50060,140.82.113.6,443,tcp,30.309584379196167,3217,,0
192.168.50.154,50061,199.232.67.52,443,tcp,610.3856718540192,4015,,0
192.168.50.154,50155,192.168.50.1,53,udp,0.0,88,,0
192.168.50.154,50295,13.226.251.118,443,tcp,240.07778882980347,3513,,0
192.168.50.154,50298,192.168.50.1,53,udp,0.0,78,,0
192.168.50.154,50347,192.168.50.1,53,udp,0.0,76,,0
192.168.50.154,50420,192.168.50.1,53,udp,0.0,91,,0
192.168.50.154,50449,142.251.183.84,443,udp,0.22631502151489258,9040,,0
192.168.50.154,50524,192.168.50.1,53,udp,0.0,90,,0
192.168.50.154,50542,142.251.35.138,443,udp,0.08379817008972168,4991,,0
192.168.50.154,50601,23.38.100.175,443,tcp,300.17778730392456,3461,,0
192.168.50.154,50618,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,50643,192.168.50.1,53,udp,0.0,95,,0
192.168.50.154,50656,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,50660,192.168.50.1,53,udp,0.0,78,,0
192.168.50.154,50663,34.217.157.148,443,tcp,10.684337615966797,9348,,0
192.168.50.154,50664,142.251.35.138,443,tcp,0.17319560050964355,5896,,0
192.168.50.154,50665,142.251.35.138,443,tcp,0.1803755760192871,3327,,0
192.168.50.154,50666,13.226.251.89,443,tcp,0.2286827564239502,2678,,0
192.168.50.154,50667,18.238.136.87,443,tcp,0.12871336936950684,862,,0
192.168.50.154,50668,18.238.136.87,443,tcp,100.08898043632507,889,,0
192.168.50.154,50669,23.222.27.55,443,tcp,0.10113215446472168,1489,,0
192.168.50.154,50686,54.211.42.217,443,tcp,60.180052280426025,4268,,0
192.168.50.154,50687,13.226.251.9,443,tcp,0.2195882797241211,2498,,0
192.168.50.154,50688,20.42.182.108,443,tcp,85.1661307811737,7279,,0
192.168.50.154,50693,192.168.50.1,53,udp,0.0,90,,0
192.168.50.154,50762,142.251.46.142,443,udp,0.07972884178161621,6078,,0
192.168.50.154,50791,192.168.50.1,53,udp,0.0,88,,0
192.168.50.154,50825,192.168.50.1,53,udp,0.0,77,,0
192.168.50.154,50942,192.168.50.1,53,udp,0.0,94,,0
192.168.50.154,51015,192.168.50.1,53,udp,0.0,92,,0
192.168.50.154,51031,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,51032,192.168.50.1,53,udp,0.0,88,,0
192.168.50.154,51258,192.168.50.1,53,udp,262.0170192718506,2099,,0
192.168.50.154,51259,239.255.255.250,1900,udp,3.027820587158203,848,,0
192.168.50.154,51260,239.255.255.250,1900,udp,3.025620460510254,848,,0
192.168.50.154,51270,192.168.50.1,53,udp,197.56043362617493,1203,,0
192.168.50.154,51271,13.217.251.231,443,tcp,60.16811800003052,4172,,0
192.168.50.154,51272,72.153.5.134,443,tcp,0.4627506732940674,2018,,0
192.168.50.154,51273,72.153.5.133,443,tcp,110.05380702018738,2109,,0
192.168.50.154,51274,72.153.5.138,443,tcp,110.06706738471985,2114,,0
192.168.50.154,51275,72.153.5.63,443,tcp,1.611964225769043,2904,,0
192.168.50.154,51276,72.153.5.134,443,tcp,110.06880807876587,1973,,0
192.168.50.154,51399,142.250.72.206,443,udp,0.13934993743896484,6079,,0
192.168.50.154,51472,192.168.50.1,53,udp,0.0,92,,0
192.168.50.154,51510,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,51549,192.168.50.1,53,udp,0.0,92,,0
192.168.50.154,51550,239.255.255.250,1900,udp,3.0417535305023193,848,,0
192.168.50.154,51551,239.255.255.250,1900,udp,3.0405542850494385,848,,0
192.168.50.154,51579,192.168.50.1,53,udp,0.0,78,,0
192.168.50.154,51625,192.168.50.1,53,udp,0.0,95,,0
192.168.50.154,51664,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,51678,192.168.50.1,53,udp,241.66052794456482,974,,0
192.168.50.154,51689,192.168.50.1,53,udp,0.0,95,,0
192.168.50.154,51706,192.168.50.1,53,udp,0.0,95,,0
192.168.50.154,51709,140.82.114.26,443,tcp,917.0047402381897,2339,,0
192.168.50.154,51710,52.215.61.53,443,tcp,0.00027298927307128906,108,,0
192.168.50.154,51749,34.200.162.68,443,tcp,60.198551177978516,5139,,0
192.168.50.154,51750,13.226.251.89,443,tcp,0.20029091835021973,2498,,0
192.168.50.154,51751,18.238.136.26,443,tcp,0.11895298957824707,862,,0
192.168.50.154,51752,18.238.136.26,443,tcp,100.08282995223999,889,,0
192.168.50.154,51811,192.168.50.1,53,udp,76.97432613372803,447,,0
192.168.50.154,51812,13.226.251.64,443,tcp,240.063725233078,3577,,0
192.168.50.154,51827,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,51848,3.210.243.234,443,tcp,60.18248796463013,9094,,0
192.168.50.154,51890,192.168.50.1,53,udp,0.0,77,,0
192.168.50.154,51961,192.168.50.1,53,udp,0.0,94,,0
192.168.50.154,51980,192.168.50.1,53,udp,0.0,91,,0
192.168.50.154,52007,192.168.50.1,53,udp,0.0,77,,0
192.168.50.154,52083,140.82.113.5,443,tcp,11.881917953491211,3249,,0
192.168.50.154,52217,192.168.50.1,53,udp,0.0,77,,0
192.168.50.154,52253,35.168.247.193,443,tcp,29.51263976097107,21205,,0
192.168.50.154,52380,142.250.72.206,443,udp,0.10480451583862305,6083,,0
192.168.50.154,52433,192.168.50.1,53,udp,0.0,87,,0
192.168.50.154,52456,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,52574,20.42.65.93,443,tcp,45.07211637496948,110,,0
192.168.50.154,52609,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,52638,192.168.50.1,53,udp,0.0,95,,0
192.168.50.154,52688,142.250.188.42,443,udp,0.2101287841796875,5442,,0
192.168.50.154,52709,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,52748,192.168.50.1,53,udp,0.0,95,,0
192.168.50.154,52750,192.168.50.1,53,udp,0.0,88,,0
192.168.50.154,52754,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,52764,140.82.114.6,443,tcp,30.330388069152832,3215,,0
192.168.50.154,52765,20.190.190.131,443,tcp,0.4193692207336426,1218,,0
192.168.50.154,52766,20.190.190.131,443,tcp,0.4187462329864502,1218,,0
192.168.50.154,52767,20.190.190.131,443,tcp,0.4186437129974365,13664,,0
192.168.50.154,52768,20.50.201.201,443,tcp,0.5231842994689941,4379,,0
192.168.50.154,52769,23.15.253.251,443,tcp,22.564468145370483,1695,,0
192.168.50.154,52770,20.42.182.108,443,tcp,115.20957636833191,4368,,0
192.168.50.154,52841,192.168.50.1,53,udp,0.0,78,,0
192.168.50.154,52857,18.214.184.253,443,tcp,60.18824338912964,5218,,0
192.168.50.154,52858,52.123.128.14,443,tcp,0.22022271156311035,2055,,0
192.168.50.154,52859,3.169.202.71,443,tcp,100.094411611557,1218,,0
192.168.50.154,52871,192.168.50.1,53,udp,0.0,88,,0
192.168.50.154,52874,54.204.105.229,443,tcp,29.406810998916626,5034,,0
192.168.50.154,52875,13.89.179.8,443,tcp,3.6292290687561035,2144,,0
192.168.50.154,52876,13.89.179.8,443,tcp,100.73918771743774,2198,,0
192.168.50.154,52877,20.72.205.209,443,tcp,0.32077574729919434,2129,,0
192.168.50.154,52906,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,52913,142.250.125.84,443,udp,0.2522006034851074,8497,,0
192.168.50.154,52963,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,52964,239.255.255.250,1900,udp,3.0273406505584717,848,,0
192.168.50.154,52965,239.255.255.250,1900,udp,3.0413596630096436,848,,0
192.168.50.154,53028,192.168.50.1,53,udp,0.0,80,,0
192.168.50.154,53049,140.82.114.25,443,tcp,1380.21466422081,6609,,0
192.168.50.154,53050,23.222.27.55,443,tcp,0.07921099662780762,1489,,0
192.168.50.154,53055,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,53277,13.226.251.5,443,tcp,240.07601261138916,3513,,0
192.168.50.154,53278,142.250.72.202,443,tcp,0.7080438137054443,3117,,0
192.168.50.154,53279,20.42.182.108,443,tcp,0.27980494499206543,2020,,0
192.168.50.154,53280,20.42.182.108,443,tcp,71.81175065040588,21784,,0
192.168.50.154,53281,142.250.72.202,443,tcp,0.11348271369934082,3183,,0
192.168.50.154,53282,52.123.128.14,443,tcp,0.21053600311279297,2001,,0
192.168.50.154,53283,13.226.251.89,443,tcp,0.22506380081176758,3049,,0
192.168.50.154,53284,13.226.251.89,443,tcp,0.18485379219055176,2844,,0
192.168.50.154,53285,142.250.72.202,443,tcp,0.1774883270263672,4736,,0
192.168.50.154,53286,13.226.251.89,443,tcp,0.45450639724731445,3103,,0
192.168.50.154,53340,3.169.202.104,443,tcp,0.08864760398864746,2995,,0
192.168.50.154,53386,192.168.50.1,53,udp,0.0,91,,0
192.168.50.154,53392,192.168.50.1,53,udp,0.0,88,,0
192.168.50.154,53400,192.168.50.1,53,udp,0.0,80,,0
192.168.50.154,53459,192.168.50.1,53,udp,0.0,77,,0
192.168.50.154,53495,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,53532,142.250.72.202,443,udp,0.10390567779541016,3694,,0
192.168.50.154,53546,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,53570,192.168.50.1,53,udp,0.0,95,,0
192.168.50.154,53577,192.168.50.1,53,udp,0.0,78,,0
192.168.50.154,53594,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,53706,54.204.105.229,443,tcp,60.18216395378113,4204,,0
192.168.50.154,53718,239.255.255.250,3702,udp,1836.2496092319489,19544,,0
192.168.50.154,53724,192.168.50.1,53,udp,0.0,80,,0
192.168.50.154,53817,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,53830,3.211.14.252,443,tcp,29.71564221382141,4013,,0
192.168.50.154,53840,192.168.50.1,53,udp,0.0,88,,0
192.168.50.154,53869,150.171.109.225,443,tcp,90.10314059257507,4623,,0
192.168.50.154,53950,140.82.114.5,443,tcp,30.307647466659546,3222,,0
192.168.50.154,53997,192.168.50.1,53,udp,0.0,94,,0
192.168.50.154,54011,192.168.50.1,53,udp,0.0,92,,0
192.168.50.154,54067,3.169.202.75,443,tcp,149.915913105011,328,,0
192.168.50.154,54117,142.250.188.46,443,udp,0.16124844551086426,7369,,0
192.168.50.154,54179,23.38.100.175,443,tcp,343.9907786846161,3580,,0
192.168.50.154,54218,239.255.255.250,1900,udp,3.022578239440918,848,,0
192.168.50.154,54219,239.255.255.250,1900,udp,3.0361902713775635,848,,0
192.168.50.154,54225,52.123.249.9,443,udp,0.5444953441619873,5931,,0
192.168.50.154,54236,142.250.72.202,443,udp,0.09284043312072754,4991,,0
192.168.50.154,54243,216.239.34.223,443,udp,0.07500553131103516,4602,,0
192.168.50.154,54331,150.171.109.225,443,tcp,90.1080687046051,4679,,0
192.168.50.154,54357,192.168.50.1,53,udp,0.0,91,,0
192.168.50.154,54379,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,54413,142.251.35.142,443,udp,0.10678315162658691,7374,,0
192.168.50.154,54460,192.168.50.1,53,udp,0.8231410980224609,321,,0
192.168.50.154,54465,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,54467,192.168.50.1,53,udp,0.0,91,,0
192.168.50.154,54527,192.168.50.1,53,udp,0.0,90,,0
192.168.50.154,54545,162.254.195.75,27018,tcp,2330.921447277069,19311,,0
192.168.50.154,54597,216.239.34.223,443,udp,0.07789254188537598,4603,,0
192.168.50.154,54629,192.168.50.1,53,udp,0.0,90,,0
192.168.50.154,54630,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,54694,192.168.50.1,53,udp,0.0,78,,0
192.168.50.154,54759,192.168.50.1,53,udp,818.823400259018,2896,,0
192.168.50.154,54798,192.168.50.1,53,udp,0.0,92,,0
192.168.50.154,54854,142.251.183.84,443,udp,0.23463034629821777,7751,,0
192.168.50.154,54867,18.160.143.39,443,udp,0.11061882972717285,5452,,0
192.168.50.154,54918,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,54930,140.82.113.5,443,tcp,30.320673942565918,3215,,0
192.168.50.154,55014,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,55074,192.168.50.1,53,udp,0.0,88,,0
192.168.50.154,55095,192.168.50.1,53,udp,660.1668705940247,663,,0
192.168.50.154,55175,100.51.143.210,443,tcp,60.17201614379883,4204,,0
192.168.50.154,55176,20.42.182.108,443,tcp,65.19591879844666,9824,,0
192.168.50.154,55211,192.168.50.1,53,udp,0.0,77,,0
192.168.50.154,55230,192.168.50.1,53,udp,0.0,94,,0
192.168.50.154,55236,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,55241,13.226.251.57,443,tcp,14.842143774032593,163,,0
192.168.50.154,55255,192.168.50.1,53,udp,0.0,78,,0
192.168.50.154,55284,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,55287,150.171.109.226,443,tcp,90.10401368141174,4807,,0
192.168.50.154,55288,13.226.251.47,443,tcp,0.4222893714904785,3267,,0
192.168.50.154,55289,20.42.182.108,443,tcp,129.6202199459076,5305,,0
192.168.50.154,55290,13.226.251.47,443,tcp,0.22641849517822266,3409,,0
192.168.50.154,55293,142.250.72.206,443,udp,0.08932876586914062,6082,,0
192.168.50.154,55293,192.168.50.1,53,udp,510.13159441947937,2570,,0
192.168.50.154,55294,239.255.255.250,1900,udp,843.0898931026459,1696,,0
192.168.50.154,55295,239.255.255.250,1900,udp,843.0888996124268,1696,,0
192.168.50.154,55320,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,55353,192.168.50.1,53,udp,0.0,77,,0
192.168.50.154,55485,140.82.112.3,443,tcp,30.251990795135498,4613,,0
192.168.50.154,55507,192.168.50.1,53,udp,0.0,92,,0
192.168.50.154,55523,192.168.50.1,53,udp,0.0,92,,0
192.168.50.154,55693,54.174.168.43,443,tcp,60.18049097061157,4172,,0
192.168.50.154,55694,18.238.136.26,443,tcp,100.11013197898865,911,,0
192.168.50.154,55695,13.226.251.57,443,tcp,100.25128650665283,1706,,0
192.168.50.154,55696,142.250.72.195,80,tcp,60.45278334617615,846,,0
192.168.50.154,55697,23.15.253.120,80,tcp,60.40797138214111,563,,0
192.168.50.154,55698,23.15.253.120,80,tcp,60.315746784210205,563,,0
192.168.50.154,55699,23.45.123.16,80,tcp,60.205482721328735,563,,0
192.168.50.154,55700,199.232.66.172,80,tcp,60.14601445198059,636,,0
192.168.50.154,55701,17.253.23.203,80,tcp,60.06265687942505,590,,0
192.168.50.154,55728,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,55775,192.168.50.1,53,udp,0.0,78,,0
192.168.50.154,55838,192.168.50.1,53,udp,0.0,77,,0
192.168.50.154,55938,142.251.153.119,443,udp,0.06269693374633789,4266,,0
192.168.50.154,55939,239.255.255.250,1900,udp,3.0208663940429688,848,,0
192.168.50.154,55940,239.255.255.250,1900,udp,3.021469831466675,848,,0
192.168.50.154,55957,142.251.153.119,443,udp,0.05620384216308594,2971,,0
192.168.50.154,56031,192.168.50.1,53,udp,0.0,78,,0
192.168.50.154,56034,192.168.50.1,53,udp,0.0,95,,0
192.168.50.154,56059,192.168.50.1,53,udp,0.0,95,,0
192.168.50.154,56080,192.168.50.1,53,udp,0.0,88,,0
192.168.50.154,56125,192.168.50.1,53,udp,0.0,90,,0
192.168.50.154,56140,216.239.38.223,443,udp,0.08262157440185547,4607,,0
192.168.50.154,56172,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,56207,192.168.50.1,53,udp,0.0,76,,0
192.168.50.154,56256,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,56262,142.250.188.46,443,udp,0.07651329040527344,6082,,0
192.168.50.154,56313,13.226.251.5,443,tcp,240.07415652275085,3513,,0
192.168.50.154,56314,142.251.35.138,443,tcp,0.3181767463684082,3181,,0
192.168.50.154,56454,192.168.50.1,53,udp,0.0,95,,0
192.168.50.154,56505,192.168.50.1,53,udp,0.0,95,,0
192.168.50.154,56548,142.250.188.46,443,udp,0.07068133354187012,7373,,0
192.168.50.154,56568,192.168.50.1,53,udp,0.0,88,,0
192.168.50.154,56653,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,56671,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,56703,52.4.117.45,443,tcp,0.04965829849243164,192,,0
192.168.50.154,56717,150.171.109.225,443,tcp,90.10956335067749,5043,,0
192.168.50.154,56783,3.210.243.234,443,tcp,60.228931188583374,9180,,0
192.168.50.154,56789,192.168.50.1,53,udp,0.0,91,,0
192.168.50.154,56820,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,56859,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,56892,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,56937,192.168.50.1,53,udp,0.0,80,,0
192.168.50.154,56946,150.171.109.226,443,tcp,90.11380624771118,4337,,0
192.168.50.154,56947,142.250.72.202,443,tcp,0.16289973258972168,3135,,0
192.168.50.154,56948,51.132.193.104,443,tcp,75.14677453041077,3575,,0
192.168.50.154,56949,23.215.223.150,80,tcp,110.00118732452393,690,,0
192.168.50.154,57092,192.168.50.1,53,udp,0.0,91,,0
192.168.50.154,57222,54.160.88.10,443,tcp,60.229634284973145,9276,,0
192.168.50.154,57234,192.168.50.1,53,udp,0.0,79,,0
192.168.50.154,57283,192.168.50.1,53,udp,0.0,77,,0
192.168.50.154,57294,192.168.50.1,53,udp,0.0,82,,0
192.168.50.154,57394,142.250.188.36,443,udp,0.051680803298950195,2971,,0
192.168.50.154,57395,239.255.255.250,1900,udp,3.039973020553589,848,,0
192.168.50.154,57396,239.255.255.250,1900,udp,3.022749185562134,848,,0
192.168.50.154,57448,142.250.72.202,443,udp,0.10713839530944824,3695,,0
192.168.50.154,57611,192.168.50.1,53,udp,0.0,74,,0
192.168.50.154,57612,44.210.159.29,443,tcp,60.257067918777466,9352,,0
192.168.50.154,57645,216.239.36.223,443,udp,0.07519149780273438,5898,,0
192.168.50.154,57697,140.82.112.26,443,tcp,1140.210702419281,6556,,0
192.168.50.154,57742,192.168.50.1,53,udp,0.0,95,,0
192.168.50.154,57778,192.168.50.1,53,udp,277.077969789505,181,,0
192.168.50.154,57810,104.18.156.37,443,tcp,279.9573564529419,329,,0
192.168.50.154,57813,172.64.151.57,443,tcp,279.92402815818787,329,,0
192.168.50.154,57814,20.252.51.151,443,tcp,0.04274153709411621,108,,0
192.168.50.154,57816,54.92.131.24,443,tcp,34.13278007507324,108,,0
192.168.50.154,57817,3.169.202.80,443,tcp,0.01361227035522461,108,,0
192.168.50.154,57819,199.46.35.124,443,tcp,178.10902857780457,1026,,0
192.168.50.154,57820,20.201.192.67,443,tcp,157.99892401695251,626,,0
192.168.50.154,57863,192.168.50.1,53,udp,0.0,88,,0
192.168.50.154,57887,192.168.50.1,53,udp,0.04095745086669922,180,,0
